Location,ISO Code,Date,Total Vaccinations,People Vaccinated,People Fully Vaccinated,total_boosters,Daily Vaccinations (Raw),Daily Vaccinations,Total Vaccinations Per Hundred,People Vaccinated Per Hundred,Daily Vaccinations Per Million,daily_people_vaccinated
Afghanistan,AFG,2023-04-25,16847327.0,14735342.0,14021488.0,1077577.0,3316.0,2936.0,40.96,35.83,71.0,2278.0
Africa,OWID_AFR,2021-10-28,189809912.0,118429867.0,76360930.0,28870.0,1607279.0,1713227.0,13.3,8.3,1201.0,976617.0
Africa,OWID_AFR,2021-10-29,193296330.0,120094541.0,79415052.0,32750.0,1793119.0,1727218.0,13.55,8.42,1211.0,972462.0
Africa,OWID_AFR,2021-10-30,194361624.0,120630098.0,80078265.0,71510.0,1674945.0,1750228.0,13.62,8.45,1227.0,979194.0
Africa,OWID_AFR,2021-10-31,196480876.0,122001362.0,80759982.0,71510.0,1464629.0,1752229.0,13.77,8.55,1228.0,996695.0
Africa,OWID_AFR,2021-11-01,197837482.0,122691032.0,81432762.0,124228.0,1439763.0,1668533.0,13.87,8.6,1169.0,968578.0
Africa,OWID_AFR,2021-11-02,199146273.0,123401709.0,82036961.0,142786.0,1387041.0,1574196.0,13.96,8.65,1103.0,938824.0
Africa,OWID_AFR,2021-11-03,199647730.0,123704323.0,82251189.0,153756.0,1358960.0,1532248.0,13.99,8.67,1074.0,934952.0
Africa,OWID_AFR,2021-11-04,202346669.0,125649818.0,83140534.0,163744.0,1385568.0,1500575.0,14.18,8.81,1052.0,933366.0
Africa,OWID_AFR,2021-11-05,202620703.0,125793512.0,83267105.0,173532.0,1391385.0,1443183.0,14.2,8.82,1012.0,909486.0
Africa,OWID_AFR,2021-11-06,204717964.0,126953294.0,84214931.0,179218.0,1270730.0,1385441.0,14.35,8.9,971.0,883081.0
Africa,OWID_AFR,2021-11-07,205527932.0,127479738.0,84450098.0,189449.0,1726702.0,1422880.0,14.41,8.94,997.0,898190.0
Africa,OWID_AFR,2021-11-08,206026136.0,127764408.0,84737553.0,202552.0,1782142.0,1471791.0,14.44,8.96,1032.0,943520.0
Africa,OWID_AFR,2021-11-09,206476148.0,127986876.0,85001246.0,213310.0,1825147.0,1534378.0,14.47,8.97,1075.0,991503.0
Africa,OWID_AFR,2021-11-10,212163314.0,131593036.0,87156623.0,223337.0,1859022.0,1605812.0,14.87,9.22,1126.0,1034186.0
Africa,OWID_AFR,2021-11-11,213405327.0,133039867.0,87694758.0,233093.0,1815832.0,1667279.0,14.96,9.32,1169.0,1089711.0
Africa,OWID_AFR,2021-11-12,213812455.0,133275680.0,87951583.0,243348.0,1548824.0,1689768.0,14.99,9.34,1184.0,1088776.0
Africa,OWID_AFR,2021-11-13,215510097.0,134254729.0,88888615.0,256524.0,1492667.0,1721477.0,15.11,9.41,1207.0,1092084.0
Africa,OWID_AFR,2021-11-14,216483974.0,134730525.0,89484284.0,263155.0,1345703.0,1667050.0,15.17,9.44,1168.0,1071091.0
Africa,OWID_AFR,2021-11-15,217665658.0,135238070.0,90176574.0,272326.0,1489742.0,1625275.0,15.26,9.48,1139.0,1044085.0
Africa,OWID_AFR,2021-11-16,217925557.0,135397014.0,90296494.0,280269.0,1465159.0,1573849.0,15.27,9.49,1103.0,1025457.0
Africa,OWID_AFR,2021-11-17,218681637.0,135824686.0,90850589.0,290842.0,1495602.0,1521932.0,15.33,9.52,1067.0,1007170.0
Africa,OWID_AFR,2021-11-18,221670670.0,137847964.0,92212651.0,295394.0,1405108.0,1463259.0,15.54,9.66,1026.0,971762.0
Africa,OWID_AFR,2021-11-19,221958829.0,138010888.0,92314452.0,301875.0,1575854.0,1467122.0,15.56,9.67,1028.0,989135.0
Africa,OWID_AFR,2021-11-20,224423425.0,140193207.0,92669053.0,305078.0,1667917.0,1492157.0,15.73,9.83,1046.0,1028307.0
Africa,OWID_AFR,2021-11-21,226256507.0,141200922.0,93623797.0,318245.0,1796069.0,1556493.0,15.86,9.9,1091.0,1061406.0
Africa,OWID_AFR,2021-11-22,227673638.0,142014066.0,94505635.0,337494.0,1927357.0,1619013.0,15.96,9.95,1135.0,1114999.0
Africa,OWID_AFR,2021-11-23,228698706.0,142895278.0,94827029.0,350256.0,2043682.0,1701656.0,16.03,10.02,1193.0,1176395.0
Africa,OWID_AFR,2021-11-24,231376078.0,144818452.0,95860426.0,356468.0,2211846.0,1803977.0,16.22,10.15,1264.0,1282565.0
Africa,OWID_AFR,2021-11-25,232421121.0,145689988.0,96032053.0,375609.0,2260789.0,1926217.0,16.29,10.21,1350.0,1369630.0
Africa,OWID_AFR,2021-11-26,233660975.0,146661850.0,96395384.0,389958.0,2016041.0,1989106.0,16.38,10.28,1394.0,1426817.0
Africa,OWID_AFR,2021-11-27,234240410.0,147186035.0,96447935.0,405021.0,1789091.0,2006414.0,16.42,10.32,1406.0,1443533.0
Africa,OWID_AFR,2021-11-28,237923232.0,149485044.0,97853379.0,413523.0,1662582.0,1987343.0,16.68,10.48,1393.0,1442626.0
Africa,OWID_AFR,2021-11-29,239938173.0,150710718.0,98731465.0,436553.0,2119673.0,2014820.0,16.82,10.56,1412.0,1455552.0
Africa,OWID_AFR,2021-11-30,241204351.0,151822183.0,99299597.0,450385.0,2135709.0,2027959.0,16.91,10.64,1421.0,1457721.0
Africa,OWID_AFR,2021-12-01,241697921.0,152229889.0,99424535.0,457450.0,1937204.0,1988725.0,16.94,10.67,1394.0,1388440.0
Africa,OWID_AFR,2021-12-02,244138322.0,153353462.0,100483110.0,463718.0,2077003.0,1962471.0,17.11,10.75,1375.0,1364349.0
Africa,OWID_AFR,2021-12-03,245843767.0,154505406.0,101061476.0,470619.0,2657351.0,2054091.0,17.23,10.83,1440.0,1415653.0
Africa,OWID_AFR,2021-12-04,248872918.0,156281312.0,102318965.0,479959.0,1538823.0,2018337.0,17.44,10.95,1415.0,1382712.0
Africa,OWID_AFR,2021-12-05,249894682.0,157016959.0,102618682.0,494730.0,1444168.0,1987136.0,17.52,11.01,1393.0,1362958.0
Africa,OWID_AFR,2021-12-06,251954417.0,159797624.0,103540080.0,512730.0,1632866.0,1917592.0,17.66,11.2,1344.0,1321533.0
Africa,OWID_AFR,2021-12-07,252438430.0,160134644.0,103737331.0,535575.0,1721239.0,1858379.0,17.69,11.22,1303.0,1282457.0
Africa,OWID_AFR,2021-12-08,254776807.0,162245882.0,104802416.0,558641.0,1720490.0,1827419.0,17.86,11.37,1281.0,1261375.0
Africa,OWID_AFR,2021-12-09,259552978.0,166374173.0,105911011.0,574335.0,1668698.0,1769091.0,18.19,11.66,1240.0,1215572.0
Africa,OWID_AFR,2021-12-10,260314607.0,166733214.0,106324586.0,593495.0,2055881.0,1683167.0,18.25,11.69,1180.0,1156354.0
Africa,OWID_AFR,2021-12-11,262827090.0,168507253.0,107171866.0,608185.0,1839672.0,1726146.0,18.42,11.81,1210.0,1191261.0
Africa,OWID_AFR,2021-12-12,264376660.0,169656513.0,107691376.0,617549.0,1863342.0,1786029.0,18.53,11.89,1252.0,1226159.0
Africa,OWID_AFR,2021-12-13,265330659.0,170161872.0,108159569.0,633454.0,1975615.0,1834993.0,18.6,11.93,1286.0,1245856.0
Africa,OWID_AFR,2021-12-14,267711738.0,171633395.0,109212765.0,644723.0,1991866.0,1873653.0,18.76,12.03,1313.0,1256016.0
Africa,OWID_AFR,2021-12-15,270220358.0,172627799.0,110720409.0,663869.0,1971390.0,1909497.0,18.94,12.1,1338.0,1263690.0
Africa,OWID_AFR,2021-12-16,270873142.0,173057276.0,111038929.0,674557.0,2499577.0,2028193.0,18.99,12.13,1422.0,1351321.0
Africa,OWID_AFR,2021-12-17,271322065.0,173193899.0,111200145.0,689618.0,2375728.0,2073886.0,19.02,12.14,1454.0,1394568.0
Africa,OWID_AFR,2021-12-18,273401858.0,174295104.0,112171654.0,712728.0,2310304.0,2141118.0,19.16,12.22,1501.0,1443196.0
Africa,OWID_AFR,2021-12-19,274067231.0,174592514.0,112400900.0,726927.0,2304209.0,2204098.0,19.21,12.24,1545.0,1498113.0
Africa,OWID_AFR,2021-12-20,279450592.0,178524442.0,113905384.0,747911.0,2504625.0,2279668.0,19.59,12.51,1598.0,1551595.0
Africa,OWID_AFR,2021-12-21,280029601.0,178928835.0,114225131.0,747911.0,2594228.0,2365724.0,19.63,12.54,1658.0,1607375.0
Africa,OWID_AFR,2021-12-22,281685011.0,179954832.0,114971033.0,747911.0,2571845.0,2451504.0,19.74,12.61,1718.0,1667153.0
Africa,OWID_AFR,2021-12-23,286205196.0,183656211.0,116189774.0,777325.0,2332477.0,2427631.0,20.06,12.87,1702.0,1635024.0
Africa,OWID_AFR,2021-12-24,288683233.0,184863102.0,117486004.0,793885.0,1907964.0,2360807.0,20.23,12.96,1655.0,1552428.0
Africa,OWID_AFR,2021-12-25,288905894.0,184899383.0,117563603.0,793885.0,1788616.0,2286279.0,20.25,12.96,1602.0,1465107.0
Africa,OWID_AFR,2021-12-26,290436783.0,185759528.0,118263270.0,830873.0,1735186.0,2204991.0,20.36,13.02,1545.0,1378357.0
Africa,OWID_AFR,2021-12-27,291643397.0,186495364.0,118603416.0,843010.0,1577023.0,2072479.0,20.44,13.07,1453.0,1274976.0
Africa,OWID_AFR,2021-12-28,298525241.0,190127337.0,122323989.0,851963.0,1632987.0,1935157.0,20.92,13.33,1356.0,1163251.0
Africa,OWID_AFR,2021-12-29,298955785.0,190270163.0,122562413.0,865281.0,1683568.0,1808261.0,20.95,13.34,1267.0,1052833.0
Africa,OWID_AFR,2021-12-30,300177518.0,190900159.0,123100287.0,882068.0,1643906.0,1709892.0,21.04,13.38,1198.0,951334.0
Africa,OWID_AFR,2021-12-31,303508220.0,193644216.0,124750456.0,892142.0,2049102.0,1730056.0,21.27,13.57,1213.0,972997.0
Africa,OWID_AFR,2022-01-01,304142817.0,193994506.0,125170954.0,909609.0,1742670.0,1723494.0,21.32,13.6,1208.0,976766.0
Africa,OWID_AFR,2022-01-02,304601512.0,194358392.0,125463560.0,922175.0,1304246.0,1661930.0,21.35,13.62,1165.0,939817.0
Africa,OWID_AFR,2022-01-03,305047846.0,194573320.0,125726603.0,927446.0,1579535.0,1662288.0,21.38,13.64,1165.0,919782.0
Africa,OWID_AFR,2022-01-04,310462505.0,197140515.0,128229329.0,955626.0,1632041.0,1662154.0,21.76,13.82,1165.0,908438.0
Africa,OWID_AFR,2022-01-05,310993743.0,197448679.0,128662825.0,970084.0,1356629.0,1615451.0,21.8,13.84,1132.0,880916.0
Africa,OWID_AFR,2022-01-06,314989250.0,198356123.0,129410903.0,988894.0,1526592.0,1598687.0,22.08,13.9,1121.0,858322.0
Africa,OWID_AFR,2022-01-07,315651585.0,198768916.0,129855863.0,1006611.0,2226139.0,1623979.0,22.12,13.93,1138.0,854720.0
Africa,OWID_AFR,2022-01-08,317435119.0,199724698.0,130833327.0,1013527.0,1951363.0,1653791.0,22.25,14.0,1159.0,873014.0
Africa,OWID_AFR,2022-01-09,319392825.0,201000883.0,131295977.0,1022010.0,1844403.0,1730956.0,22.39,14.09,1213.0,904926.0
Africa,OWID_AFR,2022-01-10,322714521.0,204711771.0,133300569.0,1035762.0,1696078.0,1747607.0,22.62,14.35,1225.0,900730.0
Africa,OWID_AFR,2022-01-11,323042272.0,204767420.0,133433514.0,1048856.0,1441105.0,1720329.0,22.64,14.35,1206.0,867530.0
Africa,OWID_AFR,2022-01-12,323968813.0,205132629.0,133665419.0,1064476.0,1470005.0,1736525.0,22.71,14.38,1217.0,856894.0
Africa,OWID_AFR,2022-01-13,325510169.0,205564257.0,134382367.0,1071331.0,1729169.0,1765468.0,22.82,14.41,1237.0,864368.0
Africa,OWID_AFR,2022-01-14,326740761.0,206240647.0,134739677.0,1077747.0,1932787.0,1723557.0,22.9,14.46,1208.0,817777.0
Africa,OWID_AFR,2022-01-15,329350740.0,207399834.0,136204604.0,1083679.0,1741974.0,1693645.0,23.08,14.54,1187.0,786266.0
Africa,OWID_AFR,2022-01-16,330340635.0,208033371.0,136499402.0,1094480.0,2173695.0,1740687.0,23.15,14.58,1220.0,833150.0
Africa,OWID_AFR,2022-01-17,332802055.0,209806806.0,137590694.0,1507828.0,2344069.0,1833256.0,23.33,14.71,1285.0,922272.0
Africa,OWID_AFR,2022-01-18,334645875.0,211215266.0,138363760.0,1556366.0,1696239.0,1869705.0,23.46,14.8,1310.0,964923.0
Africa,OWID_AFR,2022-01-19,336823379.0,212091351.0,139700418.0,1585059.0,1616403.0,1890618.0,23.61,14.87,1325.0,995766.0
Africa,OWID_AFR,2022-01-20,337208451.0,212288196.0,139879975.0,1614184.0,1386731.0,1841702.0,23.63,14.88,1291.0,1002903.0
Africa,OWID_AFR,2022-01-21,343072128.0,214246378.0,141355812.0,2419814.0,1393969.0,1764728.0,24.05,15.02,1237.0,978333.0
Africa,OWID_AFR,2022-01-22,344306592.0,214925282.0,141610117.0,2434330.0,1329037.0,1705735.0,24.13,15.06,1196.0,944706.0
Africa,OWID_AFR,2022-01-23,346303435.0,216440103.0,142048730.0,2440745.0,1253545.0,1574283.0,24.27,15.17,1103.0,858488.0
Africa,OWID_AFR,2022-01-24,347659773.0,216982677.0,142637214.0,2529195.0,1221035.0,1413851.0,24.37,15.21,991.0,760441.0
Africa,OWID_AFR,2022-01-25,347942155.0,217037332.0,142735494.0,2537939.0,1340566.0,1363041.0,24.39,15.21,955.0,734729.0
Africa,OWID_AFR,2022-01-26,348869091.0,217545879.0,143156826.0,2584897.0,1516401.0,1348752.0,24.45,15.25,945.0,738723.0
Africa,OWID_AFR,2022-01-27,349793296.0,217880824.0,145051622.0,2610394.0,1428251.0,1354688.0,24.52,15.27,950.0,747118.0
Africa,OWID_AFR,2022-01-28,350624652.0,218662604.0,145719977.0,2639957.0,1319016.0,1343980.0,24.58,15.33,942.0,754221.0
Africa,OWID_AFR,2022-01-29,351890623.0,219629725.0,146055221.0,2649482.0,1260420.0,1334176.0,24.66,15.39,935.0,762088.0
Africa,OWID_AFR,2022-01-30,353665654.0,220185740.0,147138878.0,2663067.0,1267762.0,1336209.0,24.79,15.43,937.0,764845.0
Africa,OWID_AFR,2022-01-31,354400724.0,220590244.0,147450395.0,2690828.0,1475911.0,1372620.0,24.84,15.46,962.0,784184.0
Africa,OWID_AFR,2022-02-01,354847604.0,220708982.0,147620383.0,2707013.0,1822191.0,1441420.0,24.87,15.47,1010.0,841098.0
Africa,OWID_AFR,2022-02-02,357080392.0,222475733.0,148556932.0,2753931.0,1764431.0,1476856.0,25.03,15.59,1035.0,875026.0
Africa,OWID_AFR,2022-02-03,357446544.0,222610969.0,148750500.0,2782058.0,1657406.0,1509592.0,25.05,15.6,1058.0,897754.0
Africa,OWID_AFR,2022-02-04,358098240.0,222994367.0,149109788.0,2794564.0,1645562.0,1556241.0,25.1,15.63,1091.0,925264.0
Africa,OWID_AFR,2022-02-05,358584626.0,223315124.0,149431595.0,2805045.0,1643713.0,1611000.0,25.13,15.65,1129.0,955679.0
Africa,OWID_AFR,2022-02-06,361449599.0,224447034.0,151195992.0,2834736.0,1578732.0,1655422.0,25.33,15.73,1160.0,988671.0
Africa,OWID_AFR,2022-02-07,363821789.0,226472714.0,151387452.0,2845530.0,1486867.0,1656987.0,25.5,15.87,1161.0,1001589.0
Africa,OWID_AFR,2022-02-08,364527937.0,226725408.0,151698830.0,2855397.0,1316819.0,1584791.0,25.55,15.89,1111.0,950758.0
Africa,OWID_AFR,2022-02-09,366336142.0,227615678.0,152565327.0,2925218.0,1360688.0,1527111.0,25.68,15.95,1070.0,904505.0
Africa,OWID_AFR,2022-02-10,368692631.0,228385665.0,154127714.0,2941183.0,1424198.0,1493796.0,25.84,16.01,1047.0,883272.0
Africa,OWID_AFR,2022-02-11,370149163.0,228981144.0,154962993.0,2994907.0,1440941.0,1464562.0,25.94,16.05,1027.0,876659.0
Africa,OWID_AFR,2022-02-12,370509505.0,229162244.0,155103307.0,3012734.0,1428214.0,1433778.0,25.97,16.06,1005.0,865073.0
Africa,OWID_AFR,2022-02-13,371238987.0,229361165.0,155252513.0,3023876.0,1337488.0,1399316.0,26.02,16.08,981.0,851872.0
Africa,OWID_AFR,2022-02-14,371465256.0,229581609.0,155421278.0,3050874.0,1408755.0,1388159.0,26.04,16.09,973.0,833854.0
Africa,OWID_AFR,2022-02-15,373298869.0,232271924.0,157950472.0,3059115.0,1440369.0,1405804.0,26.16,16.28,985.0,842487.0
Africa,OWID_AFR,2022-02-16,375029173.0,232993084.0,158353376.0,3122417.0,2484210.0,1566311.0,26.29,16.33,1098.0,923807.0
Africa,OWID_AFR,2022-02-17,376407347.0,233863703.0,158442909.0,11051852.0,2711012.0,1750140.0,26.38,16.39,1227.0,1023445.0
Africa,OWID_AFR,2022-02-18,378269509.0,235367605.0,159317474.0,11060236.0,2785174.0,1942177.0,26.51,16.5,1361.0,1143337.0
Africa,OWID_AFR,2022-02-19,382495960.0,237879356.0,160154539.0,11097214.0,3293841.0,2208693.0,26.81,16.67,1548.0,1341262.0
Africa,OWID_AFR,2022-02-20,386494443.0,240384386.0,161512898.0,11112098.0,2653540.0,2396702.0,27.09,16.85,1680.0,1462527.0
Africa,OWID_AFR,2022-02-21,394422078.0,245122690.0,164746203.0,11119616.0,3059945.0,2632584.0,27.65,17.18,1845.0,1627696.0
Africa,OWID_AFR,2022-02-22,397373792.0,247019979.0,165392548.0,11180403.0,2940423.0,2846875.0,27.85,17.31,1995.0,1790143.0
Africa,OWID_AFR,2022-02-23,398741900.0,247747118.0,165572203.0,11224281.0,2161332.0,2800751.0,27.95,17.36,1963.0,1792254.0
Africa,OWID_AFR,2022-02-24,403357230.0,249256623.0,166161518.0,13049977.0,2139998.0,2719179.0,28.27,17.47,1906.0,1765831.0
Africa,OWID_AFR,2022-02-25,404677776.0,251009550.0,166667833.0,13127397.0,1364654.0,2516248.0,28.36,17.59,1764.0,1645685.0
Africa,OWID_AFR,2022-02-26,407326736.0,252613681.0,167259236.0,13133689.0,2006746.0,2332377.0,28.55,17.71,1635.0,1509826.0
Africa,OWID_AFR,2022-02-27,409614425.0,255090863.0,167838539.0,13151386.0,1214334.0,2126773.0,28.71,17.88,1491.0,1382706.0
Africa,OWID_AFR,2022-02-28,410594321.0,255746285.0,168016476.0,13159172.0,1383627.0,1887301.0,28.78,17.93,1323.0,1239096.0
Africa,OWID_AFR,2022-03-01,411759481.0,256405383.0,168362749.0,13277826.0,1213606.0,1640616.0,28.86,17.97,1150.0,1080678.0
Africa,OWID_AFR,2022-03-02,412892345.0,257315998.0,168563508.0,13288808.0,1797480.0,1588635.0,28.94,18.04,1113.0,1093874.0
Africa,OWID_AFR,2022-03-03,413252943.0,257452789.0,168598686.0,13294664.0,1397560.0,1482574.0,28.96,18.04,1039.0,1019965.0
Africa,OWID_AFR,2022-03-04,414475820.0,258215783.0,168940432.0,13995274.0,1505961.0,1502757.0,29.05,18.1,1053.0,1045426.0
Africa,OWID_AFR,2022-03-05,415256980.0,260218903.0,170243111.0,14016105.0,1153203.0,1380827.0,29.11,18.24,968.0,978444.0
Africa,OWID_AFR,2022-03-06,416695016.0,261081484.0,188774924.0,14023959.0,1114509.0,1366562.0,29.21,18.3,958.0,974727.0
Africa,OWID_AFR,2022-03-07,417284596.0,261187133.0,189278783.0,14080199.0,1439562.0,1374556.0,29.25,18.31,963.0,989042.0
Africa,OWID_AFR,2022-03-08,418809093.0,262274520.0,190262768.0,14086382.0,1406057.0,1402047.0,29.35,18.38,983.0,1020268.0
Africa,OWID_AFR,2022-03-09,420493573.0,263594611.0,191654949.0,14202952.0,1280407.0,1328181.0,29.47,18.48,931.0,951068.0
Africa,OWID_AFR,2022-03-10,420740875.0,263919494.0,192104508.0,14714564.0,980247.0,1268564.0,29.49,18.5,889.0,974726.0
Africa,OWID_AFR,2022-03-11,421780462.0,264450007.0,192586932.0,14903938.0,1086789.0,1208681.0,29.56,18.54,847.0,954613.0
Africa,OWID_AFR,2022-03-12,421802487.0,264455058.0,192597511.0,14905977.0,806919.0,1159213.0,29.56,18.54,812.0,961287.0
Africa,OWID_AFR,2022-03-13,423359444.0,266957900.0,194948508.0,14922220.0,808434.0,1115485.0,29.67,18.71,782.0,977974.0
Africa,OWID_AFR,2022-03-14,423708151.0,267115632.0,200128770.0,14955065.0,868776.0,1033946.0,29.7,18.72,725.0,927889.0
Africa,OWID_AFR,2022-03-15,428087995.0,269932312.0,201388203.0,15009057.0,950439.0,968858.0,30.0,18.92,679.0,879198.0
Africa,OWID_AFR,2022-03-16,428509210.0,270012578.0,201491026.0,15061626.0,970970.0,924652.0,30.03,18.93,648.0,837779.0
Africa,OWID_AFR,2022-03-17,429631711.0,270643928.0,202108030.0,15471415.0,941673.0,919141.0,30.11,18.97,644.0,789822.0
Africa,OWID_AFR,2022-03-18,430766180.0,271850144.0,202868247.0,15527298.0,906615.0,893402.0,30.19,19.05,626.0,743342.0
Africa,OWID_AFR,2022-03-19,430902077.0,271875034.0,202921266.0,15573496.0,963699.0,915800.0,30.2,19.06,642.0,697708.0
Africa,OWID_AFR,2022-03-20,432684777.0,272941426.0,203598507.0,15988322.0,889571.0,927392.0,30.33,19.13,650.0,649601.0
Africa,OWID_AFR,2022-03-21,433093141.0,273295131.0,203897767.0,16062332.0,792761.0,916533.0,30.36,19.16,642.0,625075.0
Africa,OWID_AFR,2022-03-22,433322729.0,273449774.0,203967081.0,16075105.0,851314.0,902372.0,30.37,19.17,632.0,607482.0
Africa,OWID_AFR,2022-03-23,433692619.0,273963349.0,204376131.0,16213435.0,939796.0,897919.0,30.4,19.2,629.0,599603.0
Africa,OWID_AFR,2022-03-24,434068314.0,275049745.0,204514212.0,16522571.0,1035302.0,911294.0,30.42,19.28,639.0,603842.0
Africa,OWID_AFR,2022-03-25,434931361.0,275457722.0,204815955.0,16609184.0,1027204.0,928520.0,30.48,19.31,651.0,614735.0
Africa,OWID_AFR,2022-03-26,435123676.0,275551831.0,204862706.0,16662843.0,962073.0,928290.0,30.5,19.31,651.0,636185.0
Africa,OWID_AFR,2022-03-27,438453572.0,277543513.0,206358963.0,18015979.0,858800.0,923893.0,30.73,19.45,648.0,652584.0
Africa,OWID_AFR,2022-03-28,438600242.0,277603510.0,206394523.0,18047782.0,987497.0,951714.0,30.74,19.46,667.0,688117.0
Africa,OWID_AFR,2022-03-29,441001451.0,278455537.0,207131110.0,18360236.0,1003882.0,973504.0,30.91,19.52,682.0,717458.0
Africa,OWID_AFR,2022-03-30,441261035.0,278597088.0,207179296.0,18430235.0,1557086.0,1061693.0,30.93,19.53,744.0,747223.0
Africa,OWID_AFR,2022-03-31,443083888.0,279301078.0,207920112.0,18778074.0,1566518.0,1137581.0,31.06,19.58,797.0,765569.0
Africa,OWID_AFR,2022-04-01,443277653.0,279961399.0,208095707.0,18869050.0,1125236.0,1151583.0,31.07,19.62,807.0,791163.0
Africa,OWID_AFR,2022-04-02,443423818.0,280044242.0,208120990.0,18896179.0,1078481.0,1168214.0,31.08,19.63,819.0,800843.0
Africa,OWID_AFR,2022-04-03,443630637.0,280123773.0,208152303.0,19001514.0,1046104.0,1194974.0,31.09,19.63,838.0,815091.0
Africa,OWID_AFR,2022-04-04,444154550.0,280467661.0,208416502.0,19089927.0,1023150.0,1200065.0,31.13,19.66,841.0,817933.0
Africa,OWID_AFR,2022-04-05,444253658.0,280507523.0,208445861.0,19122971.0,992037.0,1198372.0,31.14,19.66,840.0,813841.0
Africa,OWID_AFR,2022-04-06,444587123.0,280598369.0,208553778.0,19172867.0,1014900.0,1120918.0,31.16,19.67,786.0,805409.0
Africa,OWID_AFR,2022-04-07,447585122.0,282444304.0,212643804.0,19284491.0,1037435.0,1045335.0,31.37,19.8,733.0,798184.0
Africa,OWID_AFR,2022-04-08,447852072.0,282604927.0,212839348.0,19325296.0,1005704.0,1028258.0,31.39,19.81,721.0,781303.0
Africa,OWID_AFR,2022-04-09,448635445.0,283942361.0,214159159.0,19367161.0,1033366.0,1021814.0,31.44,19.9,716.0,776609.0
Africa,OWID_AFR,2022-04-10,452253175.0,285061876.0,217646156.0,19466342.0,874259.0,997263.0,31.7,19.98,699.0,749383.0
Africa,OWID_AFR,2022-04-11,452317080.0,285100357.0,217683587.0,19476433.0,631024.0,941246.0,31.7,19.98,660.0,712888.0
Africa,OWID_AFR,2022-04-12,454609130.0,285900319.0,218952586.0,19720215.0,690379.0,898149.0,31.86,20.04,630.0,684283.0
Africa,OWID_AFR,2022-04-13,454691038.0,285921286.0,218985239.0,19748522.0,641940.0,844873.0,31.87,20.04,592.0,650926.0
Africa,OWID_AFR,2022-04-14,454850822.0,285960671.0,219031641.0,19821788.0,658970.0,790806.0,31.88,20.04,554.0,617358.0
Africa,OWID_AFR,2022-04-15,454907077.0,285981208.0,219050387.0,19842891.0,626001.0,736561.0,31.88,20.04,516.0,580488.0
Africa,OWID_AFR,2022-04-16,454923753.0,285994983.0,219051135.0,19843391.0,586814.0,672769.0,31.89,20.05,472.0,541307.0
Africa,OWID_AFR,2022-04-17,454931822.0,286000207.0,219052429.0,19844942.0,581593.0,630961.0,31.89,20.05,442.0,526641.0
Africa,OWID_AFR,2022-04-18,455024959.0,286013894.0,219092782.0,19865936.0,580693.0,623770.0,31.89,20.05,437.0,523722.0
Africa,OWID_AFR,2022-04-19,455083972.0,286026136.0,219134409.0,19871635.0,592321.0,609764.0,31.9,20.05,427.0,517853.0
Africa,OWID_AFR,2022-04-20,455142967.0,286041427.0,219159898.0,19890976.0,622322.0,606959.0,31.9,20.05,425.0,517609.0
Africa,OWID_AFR,2022-04-21,455250231.0,286068963.0,219206258.0,19914953.0,662800.0,607507.0,31.91,20.05,426.0,516698.0
Africa,OWID_AFR,2022-04-22,455340947.0,286093026.0,219245385.0,19941115.0,653140.0,611384.0,31.91,20.05,429.0,517220.0
Africa,OWID_AFR,2022-04-23,456679658.0,286460086.0,219965738.0,20224685.0,655833.0,621243.0,32.01,20.08,435.0,519568.0
Africa,OWID_AFR,2022-04-24,456749399.0,286840759.0,220338689.0,20248092.0,557719.0,617834.0,32.01,20.1,433.0,518411.0
Africa,OWID_AFR,2022-04-25,456816555.0,286850251.0,220356596.0,20264055.0,760978.0,643588.0,32.02,20.11,451.0,516142.0
Africa,OWID_AFR,2022-04-26,464953552.0,295480670.0,224078286.0,21272143.0,817506.0,675757.0,32.59,20.71,474.0,515677.0
Africa,OWID_AFR,2022-04-27,465116621.0,295510368.0,224138933.0,21336996.0,1376394.0,783486.0,32.6,20.71,549.0,498746.0
Africa,OWID_AFR,2022-04-28,465161997.0,295532821.0,224151377.0,21348889.0,1353115.0,882101.0,32.6,20.71,618.0,481072.0
Africa,OWID_AFR,2022-04-29,465282194.0,295560827.0,224203559.0,21383914.0,1394641.0,988030.0,32.61,20.72,693.0,464055.0
Africa,OWID_AFR,2022-04-30,465982604.0,295750921.0,224529234.0,21587208.0,1366494.0,1089551.0,32.66,20.73,764.0,445220.0
Africa,OWID_AFR,2022-05-01,472659025.0,297697478.0,225614951.0,22139383.0,1258995.0,1189733.0,33.13,20.87,834.0,426376.0
Africa,OWID_AFR,2022-05-02,472699800.0,297701936.0,225635428.0,22144339.0,710019.0,1182454.0,33.13,20.87,829.0,429257.0
Africa,OWID_AFR,2022-05-03,472727521.0,297707275.0,225649104.0,22149141.0,716460.0,1168020.0,33.13,20.87,819.0,429692.0
Africa,OWID_AFR,2022-05-04,472966141.0,297769765.0,225749517.0,22254900.0,801709.0,1085922.0,33.15,20.87,761.0,448682.0
Africa,OWID_AFR,2022-05-05,473052892.0,297795614.0,225777084.0,22297376.0,831803.0,1011449.0,33.16,20.87,709.0,469002.0
Africa,OWID_AFR,2022-05-06,473205548.0,297832073.0,225860463.0,22336574.0,836641.0,931731.0,33.17,20.88,653.0,488769.0
